TVG-ID,TVG-EPGID,TVG-EPGURL,type,language
404777,"CBC (CBWT) Winnipeg, MB",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404779,Stingray: Pop Adult,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404781,Bravo Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404782,Super Sports Pak 39,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404787,Turner Classic Movies Canada HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404788,Sportsnet World HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404790,Filipino TV,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404800,Stingray: Éxitos Tropicales,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404804,OMNI.1 Television,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404806,Telelatino HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404807,"CTV (CFCN) Calgary, AB",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404809,Documentary Channel (Canada),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404813,ATN - Punjabi Plus,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404814,"CHCH Hamilton, ON",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404817,Super Channel Vault,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404818,Stingray: Sounds of South India,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404822,Crave4 HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404824,ESPN Classic Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404825,Duck TV On Demand,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404826,Super Sports Pak 12,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404830,Stingray: Tagalog,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404831,Sportsnet (East) - Satellite/Digital HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404833,TSN2,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404834,MSNBC Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404840,Super Channel Quest,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404845,NBA TV Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404848,Crime + Investigation Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404850,DD News (Doordarshan),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404855,LS Times,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404856,National Geographic HD On Demand,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404859,Stingray Juicebox,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404860,"Yes TV (CITS) Burlington, ON",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404862,Stingray: Souvenirs,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404863,Stingray: Vibe,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404865,Channel Punjabi,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404866,"CBC (CBHT) Halifax, NS",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404868,ATN - TV 18 Urdu,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404871,Kapatid TV5,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404873,"CBC (CBLT) Toronto, ON HD",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404875,Zee TV Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404876,"CTV (CFTO) Toronto, ON",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404878,NASA Public Educational Channel HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404881,Halla Bol!,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404882,RBTI (Brazilian),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404886,Super Sports Pak HD 21,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404888,Cottage Life HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404892,Super Sports Pak HD 4,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404895,HBO1,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404896,MovieTime HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404901,RDS Info HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404902,Super Sports Pak 13,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404905,FXX Canada HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404910,Stingray: En Marge,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404913,Channel i (Bangladesh),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404918,Stingray: Franco Retro,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404919,Playboy On Demand,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404920,Stingray: Franco Country,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404921,VGNTV (Saigon Broadcasting Television Network),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404922,Super Sports Pak HD 11,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404923,"CHCH Hamilton, ON HD",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404925,Stingray Loud,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404927,Stingray: Hit List,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404928,Zee Tamil 'Zee Tamizh',https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404929,Super Sports Pak HD 12,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404930,ATN - PM One,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404931,Super Sports Pak 36,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404935,Crave1 - East,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404937,HGTV Canada On Demand,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404943,ATN - AASTHA,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404944,Crave2 - East,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404946,Bravo Canada HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404947,TVA Sports 2,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404948,Rewind,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404949,NewsNation HD - Eastern Feed,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404950,Super Sports Pak HD 6,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404953,Super Sports Pak 41,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404955,Rogers Television Community Channel,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404959,"TVO (CICA-DT) Toronto, ON",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404961,SSTV (South-Asian Punjabi),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404964,Stingray: Le Palmarès,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404965,Super Sports Pak 18,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404969,"CBC (CBRT) Calgary, AB",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404975,Super Sports Pak HD 17,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404976,Super Sports Pak HD 18,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404978,Stingray: Bollywood Hits,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404980,NewsNation - Eastern Feed,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404984,CNN,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404986,Stingray: Farsi,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404987,Stingray: Alternative,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404988,BBC First HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404989,Love Nature,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404992,Stingray: Opera Plus,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404994,ARY Zauq,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404995,Super Channel Fuse HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404998,Emergency Alerting Service,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404999,TLC Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405000,Stingray: Guangdong,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405001,STARZ1 - East HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405002,OMNI.2,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405006,ATN - Punjabi,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405007,Colors Bangla,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405008,T+E Totally Entertaining HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405009,ATN - Punjabi News,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405010,Daystar Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405011,EuroNews,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405012,National Geographic Canada HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405013,Smithsonian Channel Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405014,TGCOM24,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405016,CP24 (CablePulse 24) HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405020,Deals TV HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405021,BBC News - North America,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405023,History 2 Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405025,NBA TV Canada TV HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405027,Big Ten Network HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405034,CPAC (Francais),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405035,Stingray: The Blues,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405038,Caracol TV Internacional,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405039,Global (CIII-DT-41) Toronto,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405041,Stingray: Jukebox Oldies,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405044,EWTN Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405045,Stingray: Arabic,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405046,AMI-télé,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405047,Z HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405049,TSN1,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405053,ATN - Cricket Plus,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405054,Fight Network Canada HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405055,Stingray: The Asian Flavour,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405056,Melody Hits,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405057,Sportsnet (Ontario) HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405058,TFC - The Filipino Channel,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405060,TSN3,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405061,"CITY Toronto, ON",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405062,RDS (Réseau des sports)  HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405063,Zoom,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405068,BAFT ICI Radio-Canada HDTV (Moncton) (IRCHD),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405069,Super Sports Pak 11,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405070,Stingray: Chill Lounge,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405073,TVA Sports,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405075,Historia HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405079,TSN5,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405081,Fox News,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405084,Salt and Light,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405086,Super Sports Pak 38,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405087,ATN - News,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405093,TVA Sports 3,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405094,CTV Comedy - East HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405098,Al Jazeera English,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405099,CTV Comedy - East,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405104,CMT Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405106,CTV2 Atlantic Region,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405108,Real Estate Channel,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405110,NASA Public Educational Channel,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405111,Crave3 - East,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405115,HLN HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405117,Turner Classic Movies Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405118,Stingray: Adult Alternative,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405121,OUTtv,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405125,Tele-Quebec (CIVM) Montreal,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405126,ATN - Brit. Asia,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405127,TV Listings,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405129,Treehouse,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405131,ATN - Colors Rishtey,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405135,Anime Network On Demand,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405136,Super Sports Pak 14,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405137,ICI (CBLFT) Toronto,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405139,Super Sports Pak HD 24,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405140,Disney XD Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405147,"CTV2 Toronto, ON HD",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405148,WWE Network On Demand (Canada),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405150,Dorcel TV (Français),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405151,E! Canada HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405154,Slice HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405155,ATN - MTV India,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405157,TLC Canada HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405158,ATN - News 18,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405162,Super Sports Pak HD 22,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405163,American Heroes Channel,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405164,TFO - Chaine Francaise,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405165,T+E Totally Entertaining,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405166,Super Sports Pak HD 23,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405168,Super Sports Pak 19,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405171,OMNI.2 HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405174,TV Chile,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405179,Super Channel Vault HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405180,"Noovo (CFJP) Montreal, QC",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405181,MLB Network Canada HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405182,Showcase Canada HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405183,"CTV Vancouver, BC",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405186,Super Sports Pak 40,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405193,Super Channel Heart and Home  HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405195,CTV Drama,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405196,Odyssey,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405197,FX Networks Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405258,CBC Charlottetown (CBCT),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
405451,ICI Explora,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
406320,ATN - SONY Aath CA,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
406321,CBC (CBNT) St-Johns NL ca,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
407628,Télémagino,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
407819,CBC Yellowknife (CFYK),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
407820,CTV North Bay (CKNY-DT),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
408365,CTV Speed,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
408366,CTV Wild,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
408367,CTV Nature,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
408369,USA Network (CAN),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
408370,Oxygen True Crime,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
410541,ATN Cricket Plus,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
410542,HGTV CA,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
410543,Magnolia CA,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
410544,Discovery Channel CA,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
410545,Investigation ID CA,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
410546,Food Network CA,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
412021,[GRKCINE] Greek Cinema,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
412022,[ODSYC] Odyssey Greek TV,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
412023,[MEGACO] Mega Cosmos,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
412024,[SPRTPL] SportPlus,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
412025,[ERTSAT] ERT World,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
412026,[STARBL] Star,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
412027,[ALPHATV] Alpha TV,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
412086,Frissons TV HDTV,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
412871,W Network Canada East (WTN),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
413213,Documentary,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
416890,Miracle Channel,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
426665,FXX Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
426666,Family Jr.,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
426668,Flavour Network Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
426670,DTOUR - East,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
426672,ABC Spark,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
426673,E! Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
428459,ICI Tele Montreal,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
428460,ICI Tele Ontario,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
428461,ICI Tele Ottawa-Gatineau,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
428462,ICI Tele Manitoba,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
428611,"ICI Tele Estrie (CKSH) Sherbrooke, QC",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
445702,CBS Sports Network Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
445703,Hollywood Suite 2000s Movies,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
445706,CBS Sports Network Canada HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
445707,Hollywood Suite 70s+ Movies,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
445709,BET - Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
449617,CTV2 Victoria (CIVI-DT),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
449618,Global Kelowna (CHBC),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
454093,"CITY Toronto, ON HD",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
454636,CBC Fredericton (CBAT),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
454816,CBC News Network,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
454971,Playmen TV,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
454973,Super Sports Pak HD 20,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455151,Super Channel Fuse,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455152,Addik TV HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455153,Playboy HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455154,"CBC (CBUT) Vancouver, BC",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455155,Super Sports Pak 22,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455156,NFL Network HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455158,"CITY Vancouver, BC",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455160,Crave Movies and HBO on Demand,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455316,Hollywood Suite 80s and 90s Movies,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455318,Vision TV Eastern,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455319,W (WTN) - Pacific,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455320,CTV News Channel,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455322,CTV Drama HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455323,Aquarium Channel,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455325,Fairchild TV 2,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455326,ONE TV,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455327,ATN - Sikh,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455328,Stingray: All Day Party!,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455496,PTC Punjabi,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455497,Hollywood Suite 2010s+ Movies,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455501,CTV (CJCH) Halifax,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455660,Super Channel Heart and Home,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455662,GMA News,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455664,Silver Screen Classics,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455824,CBUFT ICI Radio-Canada (Vancouver) (IRC),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455826,Stingray: Country Classics,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455827,Stingray: Hot Country,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455991,Z,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455992,Stingray: Franco Pop,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455993,Super Sports Pak HD 14,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455994,Evasion,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
455997,Rogers Guelph,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456335,Super Sports Pak HD 19,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456336,Crave1 - East HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456337,Super Channel on Demand,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456338,Series + HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456339,Global Vancouver (CHAN-DT),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456340,Tele-Quebec (CIVM) Montreal HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456341,TVA Sports HD,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456342,HBO Canada East On Demand,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456343,CGTN (CCTV4),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456344,NTV Bangla,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456345,Stingray: Nostalgie,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456346,Unis - Est,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456347,Univision Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
456348,Rogers Kitchener,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
12741,Newfoundland Television HDTV (NTVHD),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
12783,CTV Two London/CFPL (CTV2L),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
12901,Peachtree TV HDTV (WPCHD),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
12933,Noovo Rivière-du-Loup HD (NVRL),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
13024,CTV Two Ottawa/CHRO (CTV2O),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
13046,CIMT TVA HDTV (Rivière-du-Loup) (TVAHD),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404629,ARTV,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404631,CNBC Canada,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404632,Meteo-Media,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404646,Exxxtasy TV,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404647,Savoir Média,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404653,Sportsnet (Pacific) - Satellite/Digital,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404658,Stingray: Canadian Indie,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404660,Cottage Life,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404666,"CTV Vancouver, BC HD",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404667,Stingray: Remember the 80s,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404675,"CTV (CFTO) Toronto, ON HD",https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404679,Family Channel Canada - East,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404681,Talentvision,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404682,ARY QTV,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404687,NFL Network,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404694,Deja View,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404701,RTR Planeta,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404709,YTV (Youth Television) - East,https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
404710,CP24 (CablePulse 24),https://epg.pw/xmltv/epg_CA.xml,EPG,unknown
